Result Number,Widget,Data Source,Result Row,url,name,preparation,Glass
5952,Bartendr - drinks,Bartendr - drinks,5952,http://www.drinksmixer.com/drink11302.html,Incredible Goose,Stir in equal amounts in a highball glass over ice and serve.,http://www.drinksmixer.com/glasses/8/
5953,Bartendr - drinks,Bartendr - drinks,5953,http://www.drinksmixer.com/drink3887.html,Golden Dream,Fill shaker glass one third full of ice cubes. Add galliano cream de cacao triple sec orange juice (non pulp) and light cream. Shake vigorously until creamy and strain into a champagne flute or use a blender and blend until creamy. Pour into a hurricane glass and garnish with slice of orange.,http://www.drinksmixer.com/glasses/9/
5954,Bartendr - drinks,Bartendr - drinks,5954,http://www.drinksmixer.com/drinkvw15528.html,The Drunk Smurf,Galliano is poured first into the glass. Red Bull is then followed by Orange Juice (you can use Orange Juice with pulp to add texture). Ensure that the drunk is stirred so that no layering takes place.,http://www.drinksmixer.com/glasses/12/
5955,Bartendr - drinks,Bartendr - drinks,5955,http://www.drinksmixer.com/drink9186.html,Fraser,Pour both ingredients over cracked ice in an old-fashioned glass. Stir well and serve.,http://www.drinksmixer.com/glasses/12/
5956,Bartendr - drinks,Bartendr - drinks,5956,http://www.drinksmixer.com/drink4462.html,Italian Sunrise #2,Blend until slushy pour and enjoy.,http://www.drinksmixer.com/glasses/4/
5957,Bartendr - drinks,Bartendr - drinks,5957,http://www.drinksmixer.com/drink4454.html,Italian Margarita,Pour into a margarita/coupette glass and stir. Add ice cubes.,http://www.drinksmixer.com/glasses/10/
5958,Bartendr - drinks,Bartendr - drinks,5958,http://www.drinksmixer.com/drink5307.html,Merete,Stir ingredients with ice in a mixing glass. Strain into a cocktail glass add the cherry and serve.,http://www.drinksmixer.com/glasses/4/
5959,Bartendr - drinks,Bartendr - drinks,5959,http://www.drinksmixer.com/drink4458.html,Italian Soda,Pour vodka over ice and fill with ginger ale.,http://www.drinksmixer.com/glasses/6/
5960,Bartendr - drinks,Bartendr - drinks,5960,http://www.drinksmixer.com/drink4172.html,Banana Italiano,Blend with cracked ice until smooth and pour into a chilled cocktail glass.,http://www.drinksmixer.com/glasses/4/
5961,Bartendr - drinks,Bartendr - drinks,5961,http://www.drinksmixer.com/drinkrq12715.html,Banana Tree,Blend ingredients in a blender until smooth. Serve in a red wine glass garnished with a slice of banana (with peel).,http://www.drinksmixer.com/glasses/16/
5962,Bartendr - drinks,Bartendr - drinks,5962,http://www.drinksmixer.com/drink7371.html,Lust for Life,Shake all ingredients with ice and strain into a chilled cocktail glass. Dust with nutmeg and serve.,http://www.drinksmixer.com/glasses/4/
5963,Bartendr - drinks,Bartendr - drinks,5963,http://www.drinksmixer.com/drink4461.html,Italian Stinger,Fill an old-fashioned glass with ice. Add brandy and galliano. Stir and garnish with wedge of lime.,http://www.drinksmixer.com/glasses/12/
5964,Bartendr - drinks,Bartendr - drinks,5964,http://www.drinksmixer.com/drink12141.html,Old Rootbeer Float,Add the Galliano liqueur to the Coke. Carefully drop in the vanilla ice cream being careful so it doesn't overflow too badly. Serve with a straw and spoon.,http://www.drinksmixer.com/glasses/28/
5965,Bartendr - drinks,Bartendr - drinks,5965,http://www.drinksmixer.com/drink384.html,Merete,Combine ingredients with ice in a mixing glass. Stir and strain into a cocktail glass. Add a cherry and serve.,http://www.drinksmixer.com/glasses/4/
5966,Bartendr - drinks,Bartendr - drinks,5966,http://www.drinksmixer.com/drinkuv12458.html,Roman Riot,Build in an old-fashioned/rocks glass.,http://www.drinksmixer.com/glasses/12/
5967,Bartendr - drinks,Bartendr - drinks,5967,http://www.drinksmixer.com/drink332.html,Italian Margarita,Pour into a margarita glass stir and add ice cubes.,http://www.drinksmixer.com/glasses/10/
5968,Bartendr - drinks,Bartendr - drinks,5968,http://www.drinksmixer.com/drink1410.html,Blue Shark,Combine vodka and rum in a cocktail shaker with cracked ice. Add several dashes of blue curacao and shake well. Strain into a chilled old-fashioned glass and serve.,http://www.drinksmixer.com/glasses/12/
5969,Bartendr - drinks,Bartendr - drinks,5969,http://www.drinksmixer.com/drink8135.html,Joumbaba,Pour all ingredients into a highball glass almost-filled with ice cubes. Stir and serve.,http://www.drinksmixer.com/glasses/8/
5970,Bartendr - drinks,Bartendr - drinks,5970,http://www.drinksmixer.com/drink1411.html,Blue Skies,Simply follow the order above pouring directly into the glass. Garnish with a slice of orange on the glass.,http://www.drinksmixer.com/glasses/16/
5971,Bartendr - drinks,Bartendr - drinks,5971,http://www.drinksmixer.com/drink263.html,Electric Margarita,Moisten the rim of cocktail glass with a lime wedge and dip in salt. Combine tequila blue curacao and rose's lime juice in a shaker half-filled with ice. Shake well and strain into the cocktail glass. Garnish with a lime wedge and serve.,http://www.drinksmixer.com/glasses/4/
5972,Bartendr - drinks,Bartendr - drinks,5972,http://www.drinksmixer.com/drink9138.html,Exorcist Cocktail,Shake all ingredients in a cocktail shaker half-filled with ice cubes. Strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
5973,Bartendr - drinks,Bartendr - drinks,5973,http://www.drinksmixer.com/drink1721.html,Salty Chihuahua,Pour tequila over ice in a cocktail glass. Fill with grapefruit juice and add a dash of salt.,http://www.drinksmixer.com/glasses/4/
5974,Bartendr - drinks,Bartendr - drinks,5974,http://www.drinksmixer.com/drink7796.html,Jojo,Pour ingredients over ice in a highball glass and serve.,http://www.drinksmixer.com/glasses/8/
5975,Bartendr - drinks,Bartendr - drinks,5975,http://www.drinksmixer.com/drink10295.html,Tequila Seabreeze,Pour the tequila into a highball glass filled with ice cubes. Add the cranberry juice and grapefruit juice. Stir garnish with a lime wedge and serve.!,http://www.drinksmixer.com/glasses/8/
5976,Bartendr - drinks,Bartendr - drinks,5976,http://www.drinksmixer.com/drinkvw15438.html,Tequila Grapefruit,To make this refreshing drink you first fill a collins glass 3/4 with ice cubes. Then add 2 shots of any tequila of choice. Add a splash of lime juice. Then fill the rest of the glass with your favorite grapefruit juice (I use ruby red grapefruit juice cocktail). Stir and enjoy! A great drink for any time but especially good on a hot summer day/ evening.,http://www.drinksmixer.com/glasses/6/
5977,Bartendr - drinks,Bartendr - drinks,5977,http://www.drinksmixer.com/drink9051.html,Desert Skies,Pour all ingredients into a collins glass filled with ice cubes and stir well. Garnish with a slice of lime and serve.,http://www.drinksmixer.com/glasses/6/
5978,Bartendr - drinks,Bartendr - drinks,5978,http://www.drinksmixer.com/drink11372.html,China Blue,Fill a collins glass almost to the top with ice. Pour all three ingredients over ice stir gently and serve. Can add grapefruit lemon or lime wedge. Can also add a cherries to garnish.,http://www.drinksmixer.com/glasses/6/
5979,Bartendr - drinks,Bartendr - drinks,5979,http://www.drinksmixer.com/drink4938.html,Warm and Fuzzy,Pour southern comfort triple sec and then cherry brandy into a shot glass.,http://www.drinksmixer.com/glasses/18/
5980,Bartendr - drinks,Bartendr - drinks,5980,http://www.drinksmixer.com/drink3709.html,Fuzzy Ethan,Mix all ingredients except lime in a cocktail shaker then shake and pour into glass. Add lime.,http://www.drinksmixer.com/glasses/8/
5981,Bartendr - drinks,Bartendr - drinks,5981,http://www.drinksmixer.com/drink9211.html,Frozen Strawberry Margarita,Pour all ingredients over finely shaven ice in a margarita glass and serve.,http://www.drinksmixer.com/glasses/10/
5982,Bartendr - drinks,Bartendr - drinks,5982,http://www.drinksmixer.com/drink28.html,Fuzzy Lemon Fizz,Pour over ice in a collins glass garnish with a twist of lemon and serve.,http://www.drinksmixer.com/glasses/6/
5983,Bartendr - drinks,Bartendr - drinks,5983,http://www.drinksmixer.com/drink5245.html,Mango Orange Smoothie,Throw everything into a blender and liquify.,http://www.drinksmixer.com/glasses/0/
5984,Bartendr - drinks,Bartendr - drinks,5984,http://www.drinksmixer.com/drink7234.html,Royal Wild Strawberry,Pour into a champagne saucer and serve.,http://www.drinksmixer.com/glasses/23/
5985,Bartendr - drinks,Bartendr - drinks,5985,http://www.drinksmixer.com/drink27.html,Raspberry Citrus Punch,1. Force raspberries through a sieve to remove the seeds. 2. Combine sugar and water in saucepan. Bring to a boil and boil until sugar is dissolved to make a simple syrup. 2. Combine orange juice raspberries pineapple juice grapefruit juice and simple syrup. Chill. When ready to serve add soda water and ginger ale. (Serves 100.),http://www.drinksmixer.com/glasses/0/
5986,Bartendr - drinks,Bartendr - drinks,5986,http://www.drinksmixer.com/drink3951.html,Great Grapes,Place all ingredients into a blender jar. Cover and whiz on medium speed until well blended. Pour into a collins glass and serve.,http://www.drinksmixer.com/glasses/6/
5987,Bartendr - drinks,Bartendr - drinks,5987,http://www.drinksmixer.com/drink4945.html,Wassail,1. Heat the water to boiling. Cut the lemons and oranges (and lime if using) in half and squeeze the juice into a separate bowl to save throw the skins and pulp into the boiling water. Add spices and simmer for one hour. 2. Remove the cinnamon sticks a few cloves allspice and save to one side. Using a slotted spoon or strainer remove the citrus peels and pulp and the remaining spices. Return the cinnamon sticks and saved spices to the water. Add the apple juice or cider and return to heat. 3. When boiling remove from heat and add the citrus juice and sugar. Simmer very lightly for another 10 minutes and serve. Delicious!,http://www.drinksmixer.com/glasses/0/
5988,Bartendr - drinks,Bartendr - drinks,5988,http://www.drinksmixer.com/drink4322.html,Hot Buttered Cranberry Punch,Crush cranberry sauce with a fork. Mix with sugar spices and salt. Add water and pineapple juice. Cover and simmer 2 hours. Ladle into mugs and float a pat of butter in each serving.,http://www.drinksmixer.com/glasses/0/
5989,Bartendr - drinks,Bartendr - drinks,5989,http://www.drinksmixer.com/drink6984.html,Lemonade Golden,Shake lemon juice egg yolk and sugar syrup over ice cubes in a shaker. Strain into a large highball glass over ice cubes and carefully fill with water or soda.,http://www.drinksmixer.com/glasses/8/
5990,Bartendr - drinks,Bartendr - drinks,5990,http://www.drinksmixer.com/drink3361.html,End Wrench,Add ice. Tastes remarkably like a screwdriver.,http://www.drinksmixer.com/glasses/0/
5991,Bartendr - drinks,Bartendr - drinks,5991,http://www.drinksmixer.com/drink3021.html,Cranberry Juice Cocktail,Wash the cranberries and put them into a nonreactive saucepan with the water a pinch of salt and if you wish the orange slices. Cook over medium heat until all the berries burst -- about 10 minutes. Pour the fruit and liquid into a cheesecloth-lined sieve. Strain the juice to the saucepan add the sugar and boil for two or three minutes. Taste and add more sugar if it is needed. Cool and chill the juice before serving.,http://www.drinksmixer.com/glasses/0/
5992,Bartendr - drinks,Bartendr - drinks,5992,http://www.drinksmixer.com/drink6983.html,Lemonade,Stir lemon juice and sugar well in a large highball glass. Add ice cubes fill with soda and stir again. Serve.,http://www.drinksmixer.com/glasses/8/
5993,Bartendr - drinks,Bartendr - drinks,5993,http://www.drinksmixer.com/drink4837.html,LimLer,Squeeze the 8 parts of a lime and the brown sugar with a wooden muddler fill up with apple juice and crushed ice.,http://www.drinksmixer.com/glasses/0/
5994,Bartendr - drinks,Bartendr - drinks,5994,http://www.drinksmixer.com/drink411.html,Orange Flip,Combine ingredients in a blender and serve into glasses.,http://www.drinksmixer.com/glasses/0/
5995,Bartendr - drinks,Bartendr - drinks,5995,http://www.drinksmixer.com/drink365.html,Lemon Flip,Add egg yolk sugar syrup and lemon juice over several ice cubes in a shaker. Shake very well and strain into a highball glass. Add a straw and serve.,http://www.drinksmixer.com/glasses/8/
5996,Bartendr - drinks,Bartendr - drinks,5996,http://www.drinksmixer.com/drink4802.html,Lemon Sherbert Punch,Mix lemonade concentrate in a very large punch bowl. Add soda and frozen fruit. Open sherbet and dump the entire package of it into the punch (it will float on the top). Due to the frozen fruit and sherbet there is really no need for ice until later or unless it it very hot.,http://www.drinksmixer.com/glasses/15/
5997,Bartendr - drinks,Bartendr - drinks,5997,http://www.drinksmixer.com/drink167.html,Limeade,Add the lime juice and sugar to a large glass and stir well. Add cold seltzer water to fill. Put the lime peels in the glass and serve.,http://www.drinksmixer.com/glasses/0/
5998,Bartendr - drinks,Bartendr - drinks,5998,http://www.drinksmixer.com/drink7220.html,Rosemary,Shake all ingredients (except lemonade) and strain into a highball glass three-quarters filled with crushed ice. Add lemonade garnish with a slice of lime and a strawberry add straws and serve.,http://www.drinksmixer.com/glasses/8/
5999,Bartendr - drinks,Bartendr - drinks,5999,http://www.drinksmixer.com/drink5279.html,Maurizio's Dream,Chop the lime stir in the cane sugar and ginger. Add the crushed ice and fill up with apple juice.,http://www.drinksmixer.com/glasses/2/
6000,Bartendr - drinks,Bartendr - drinks,6000,http://www.drinksmixer.com/drink3938.html,Grapefruit Lemonade,Place some ice cubes in a large tumbler add grenadine syrup and grapefruit juice top up with soda water. Stir a little and serve with a drinking straw.,http://www.drinksmixer.com/glasses/12/
6001,Bartendr - drinks,Bartendr - drinks,6001,http://www.drinksmixer.com/drink4808.html,Lemouroudji,Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth and tie it into a knot. Let soak in the water. After 15 minutes or so add the sugar and the lemon juice. Chill and serve.,http://www.drinksmixer.com/glasses/0/
6002,Bartendr - drinks,Bartendr - drinks,6002,http://www.drinksmixer.com/drink6299.html,Raspberry Punch,Pour pink grapefruit juice and ginger ale into a punch bowl. Add raspberry juice or 12 oz frozen raspberries (stir to un-thaw). Add sherbet and stir until melted.,http://www.drinksmixer.com/glasses/15/
6003,Bartendr - drinks,Bartendr - drinks,6003,http://www.drinksmixer.com/drink2308.html,Tea Punch,Combine and serve with ice.,http://www.drinksmixer.com/glasses/0/
6004,Bartendr - drinks,Bartendr - drinks,6004,http://www.drinksmixer.com/drink5873.html,Pineapple Lemonade,Mix juice and sugar syrup in a large tumbler with several ice cubes. Stir well and top up with cold soda water. Serve with a drinking straw.,http://www.drinksmixer.com/glasses/12/
