Result Number,Widget,Data Source,Result Row,url,name,preparation,Glass
5839,Bartendr - drinks,Bartendr - drinks,5839,http://www.drinksmixer.com/drink10051.html,Black and White Cherry,Combine all ingredients in a blender. Blend until the ice is crushed and the entire drink is creamy. Pour into a collins glass. Garnish with whipped cream and cherry and serve.,http://www.drinksmixer.com/glasses/6/
5840,Bartendr - drinks,Bartendr - drinks,5840,http://www.drinksmixer.com/drinkuv16184.html,Black and White Soda,Combine chocolate syrup milk 1 scoop ice cream and vanilla in a tall glass. Stir vigorously with spoon to blend. Fill glass two-thirds full with club soda; stir. Add remaining ice cream; fill glass with club soda. Garnish with whipped cream and cherry.,http://www.drinksmixer.com/glasses/8/
5841,Bartendr - drinks,Bartendr - drinks,5841,http://www.drinksmixer.com/drink980.html,French Dream,Pour ingredients into a stainless steel shaker over iceshake until completely cold then strain into a chilled stemmed glass or Rocks glass filled with ice.,http://www.drinksmixer.com/glasses/12/
5842,Bartendr - drinks,Bartendr - drinks,5842,http://www.drinksmixer.com/drink9529.html,La Brea Tar Pit,Stir ingredients together in an old-fashioned or lowball glass and serve.,http://www.drinksmixer.com/glasses/12/
5843,Bartendr - drinks,Bartendr - drinks,5843,http://www.drinksmixer.com/drink574.html,Cobra,Pour ingredients into a rocks or old-fashioned glass filled with ice. Garnish with a lime wheel or squeeze and serve.,http://www.drinksmixer.com/glasses/12/
5844,Bartendr - drinks,Bartendr - drinks,5844,http://www.drinksmixer.com/drinkuv13970.html,Hot Choco-Mora,Put Kahlua into a coffee mug and fill with hot chocolate. Top with whipped cream and chocolate shavings if you have them.,http://www.drinksmixer.com/glasses/22/
5845,Bartendr - drinks,Bartendr - drinks,5845,http://www.drinksmixer.com/drink4140.html,B-55,Layer in order into a shot glass so that the kahlua is at the bottom.,http://www.drinksmixer.com/glasses/18/
5846,Bartendr - drinks,Bartendr - drinks,5846,http://www.drinksmixer.com/drink12197.html,Brown Elephant #2,Add 3 ice cubes to a 10 ounce glass. Add Amarula and Kahlua liqueurs. Top up with milk stir and serve.,http://www.drinksmixer.com/glasses/8/
5847,Bartendr - drinks,Bartendr - drinks,5847,http://www.drinksmixer.com/drink2014.html,Slider,Add Rye kahlua and milk to a high ball glass glass should be full of ice. Stir and enjoy.,http://www.drinksmixer.com/glasses/8/
5848,Bartendr - drinks,Bartendr - drinks,5848,http://www.drinksmixer.com/drink2086.html,Sneaky Wesley,Pour all and mix well.,http://www.drinksmixer.com/glasses/12/
5849,Bartendr - drinks,Bartendr - drinks,5849,http://www.drinksmixer.com/drink3480.html,Festrus,Stir in mixing glass. Pour into cocktail glass and add a squeeze of orange peel.,http://www.drinksmixer.com/glasses/4/
5850,Bartendr - drinks,Bartendr - drinks,5850,http://www.drinksmixer.com/drink6364.html,Reptile,Add ingredients chilled to a glass in order: whiskey orange juice and mountain dew. Stir lightly and serve.,http://www.drinksmixer.com/glasses/12/
5851,Bartendr - drinks,Bartendr - drinks,5851,http://www.drinksmixer.com/drink7939.html,Russian Cider,Pour vodka into a cocktail shaker. Add Martinelli's cider shake and strain into a cocktail glass. Serve with a touch of extra cider if desired.,http://www.drinksmixer.com/glasses/4/
5852,Bartendr - drinks,Bartendr - drinks,5852,http://www.drinksmixer.com/drink7736.html,Goldfinger Martini,Shake and strain into a chilled martini glass.,http://www.drinksmixer.com/glasses/4/
5853,Bartendr - drinks,Bartendr - drinks,5853,http://www.drinksmixer.com/drinkuv14645.html,One Night Stand,Blend ingredients with shiny mix thingy. Best results when chilled.,http://www.drinksmixer.com/glasses/8/
5854,Bartendr - drinks,Bartendr - drinks,5854,http://www.drinksmixer.com/drink7735.html,Golden Kiss Martini,Shake and strain into a chilled martini glass.,http://www.drinksmixer.com/glasses/4/
5855,Bartendr - drinks,Bartendr - drinks,5855,http://www.drinksmixer.com/drink9278.html,Hard Mick,Pour the vodka into a highball glass filled with ice cubes. Add orange juice and mountain dew both amounts to personal taste and serve.,http://www.drinksmixer.com/glasses/8/
5856,Bartendr - drinks,Bartendr - drinks,5856,http://www.drinksmixer.com/drink3281.html,Dublin Driver,Pour Irish Mist and Orange Juice over rocks. Enjoy.,http://www.drinksmixer.com/glasses/8/
5857,Bartendr - drinks,Bartendr - drinks,5857,http://www.drinksmixer.com/drink1195.html,Berlin Martini,Take a shaker filled with ice. Add 2 oz smirnoff vodka 3 dashes of schnapps a wee splash of black zambuca and shake well keeping your feet firmly planted posture perfect. Strain into a chilled martini glass. Garnish with a blackberry.,http://www.drinksmixer.com/glasses/4/
5858,Bartendr - drinks,Bartendr - drinks,5858,http://www.drinksmixer.com/drink11457.html,Dark Mark,Combine equal amounts of both ingredients. Serve cold to very cold in wine glass or similar elegant presentation. NOTE: Mountain Dew Pitch Black original OR sour (type II) may be used but sour/II gives a better effect.,http://www.drinksmixer.com/glasses/24/
5859,Bartendr - drinks,Bartendr - drinks,5859,http://www.drinksmixer.com/drink2009.html,Slap Your Mama,Shake one part Orange Juice and one part Vodka together. Pour over ice and add one part Mountain Dew then stir slightly.,http://www.drinksmixer.com/glasses/8/
5860,Bartendr - drinks,Bartendr - drinks,5860,http://www.drinksmixer.com/drink7757.html,Haus Mix,Pour Black Haus blackberry schnapps over ice into an old-fashioned glass. Add Smirnoff vodka and cranberry juice stir and serve.,http://www.drinksmixer.com/glasses/12/
5861,Bartendr - drinks,Bartendr - drinks,5861,http://www.drinksmixer.com/drink4722.html,The Kristy #2,Mix all ingredients in a cocktail glass. Add ice. If frozen drink is preferred use more ice and mix in blender.,http://www.drinksmixer.com/glasses/4/
5862,Bartendr - drinks,Bartendr - drinks,5862,http://www.drinksmixer.com/drinkuv12683.html,Bailey Martini,Shake ingredients in a cocktail shaker with ice. Strain into glass.,http://www.drinksmixer.com/glasses/4/
5863,Bartendr - drinks,Bartendr - drinks,5863,http://www.drinksmixer.com/drink3026.html,Cranberry Tart,Pour ice cold cranberry vodka add ice (the more the better). Top with orange juice and stir gently.,http://www.drinksmixer.com/glasses/8/
5864,Bartendr - drinks,Bartendr - drinks,5864,http://www.drinksmixer.com/drink5478.html,Mule,Pour smirnoff vodka into a glass. Fill with ginger beer add ice and squeeze in the lime juice.,http://www.drinksmixer.com/glasses/12/
5865,Bartendr - drinks,Bartendr - drinks,5865,http://www.drinksmixer.com/drink5998.html,Pulp Vega,Crush the cherries in a whiskey sour glass. Mix with vodka tropicana crystal light and margarita mix. Serve.,http://www.drinksmixer.com/glasses/19/
5866,Bartendr - drinks,Bartendr - drinks,5866,http://www.drinksmixer.com/drink3007.html,Cotton Candy,Add Butterscotch Schanapps and Mountain Dew to ice cubes in a collins glass. Stir and serve.,http://www.drinksmixer.com/glasses/6/
5867,Bartendr - drinks,Bartendr - drinks,5867,http://www.drinksmixer.com/drink9395.html,Janne's Summernight,Shake all ingredients in a cocktail shaker half-filled with ice cubes. Strain into a cocktail glass add a straw and serve.,http://www.drinksmixer.com/glasses/4/
5868,Bartendr - drinks,Bartendr - drinks,5868,http://www.drinksmixer.com/drink5961.html,Pooky and Chooky,Shake with ice and pour into a cocktail glass without ice.,http://www.drinksmixer.com/glasses/4/
5869,Bartendr - drinks,Bartendr - drinks,5869,http://www.drinksmixer.com/drink11578.html,Frappe #2,In a tall glass place a shot of water. Add instant coffee and sugar. The more coffee the more stronger. It's up to you how much sugar you will have. With no sugar we call it sketos (plain or black) with 1 tsp metrios (medium) and with 2 or more glykos (sweet). Blend with one of those small hand mixers. Add a splash of milk or more if wanted. Add lots of ice and fill it up with cold water. Serve.,http://www.drinksmixer.com/glasses/6/
5870,Bartendr - drinks,Bartendr - drinks,5870,http://www.drinksmixer.com/drink4042.html,Guinness Punch,Gently pour a well-chilled Guinness into a small mixing bowl or glass that will hold all of the liquid ingredients. Add the sweetened condensed milk spices and cocoa (if it's wanted). Stir or whisk well and pour the mixture into a pint-sized beer mug or pub glass. Makes 1 drink.,http://www.drinksmixer.com/glasses/1/
5871,Bartendr - drinks,Bartendr - drinks,5871,http://www.drinksmixer.com/drink4388.html,Iced Coffee,Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in a coffee mug.,http://www.drinksmixer.com/glasses/5/
5872,Bartendr - drinks,Bartendr - drinks,5872,http://www.drinksmixer.com/drink10365.html,Homemade Coquito Bueno,Combine all ingredients in a blender and blend well. Store in glass bottles and place in refrigerator.,http://www.drinksmixer.com/glasses/32/
5873,Bartendr - drinks,Bartendr - drinks,5873,http://www.drinksmixer.com/drink4787.html,Leave It To Me,Stir all ingredients with ice strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
5874,Bartendr - drinks,Bartendr - drinks,5874,http://www.drinksmixer.com/drinkrq13840.html,Green Tea Martini,Combine ingredients in a martini shaker with ice and shake until chilled. Pour into a martini glass rimmed with lime juice and sugar. Garnish with lime slices.,http://www.drinksmixer.com/glasses/4/
5875,Bartendr - drinks,Bartendr - drinks,5875,http://www.drinksmixer.com/drink7802.html,Tie Me To The Bedpost #3,Mix ingredients together over ice in a whiskey sour glass and serve.,http://www.drinksmixer.com/glasses/8/
5876,Bartendr - drinks,Bartendr - drinks,5876,http://www.drinksmixer.com/drinkuv14825.html,Princess Cocktail,Sugar rim of glass. Shake ingredients in a cocktail shaker with ice. Strain into glass.,http://www.drinksmixer.com/glasses/4/
5877,Bartendr - drinks,Bartendr - drinks,5877,http://www.drinksmixer.com/drink1932.html,Shoot to the Moon,In a tall drink glass fill it up half way with cubed ice. Add liquor. Then add cranberry juice grenadine and soda and mix well.,http://www.drinksmixer.com/glasses/9/
5878,Bartendr - drinks,Bartendr - drinks,5878,http://www.drinksmixer.com/drinkvw13188.html,Citrus Tango,Pour two shots of citrus or lemon vodka into the glass. Add pineapple juice and then half a can of orange soda. Mix well.,http://www.drinksmixer.com/glasses/1/
5879,Bartendr - drinks,Bartendr - drinks,5879,http://www.drinksmixer.com/drink9862.html,Padas Battery,Pour all ingredients into an old-fashioned glass filled with cracked ice. Stir well and serve.,http://www.drinksmixer.com/glasses/12/
5880,Bartendr - drinks,Bartendr - drinks,5880,http://www.drinksmixer.com/drink8132.html,Waking to the Call of the Mockingbird,Pour all ingredients into a cocktail shaker half-filled with ice cubes. Shake well strain into an old-fashioned glass almost filled with ice cubes and serve.,http://www.drinksmixer.com/glasses/12/
5881,Bartendr - drinks,Bartendr - drinks,5881,http://www.drinksmixer.com/drink8931.html,Cold Comfort Martini,Pour both ingredients into a cocktail shaker half-filled with cracked ice. Shake well and strain into a chilled cocktail glass. Garnish with a twist of lemon and serve.,http://www.drinksmixer.com/glasses/4/
5882,Bartendr - drinks,Bartendr - drinks,5882,http://www.drinksmixer.com/drink5511.html,Merlin's Love Potion,Shake and strain into a champagne saucer filled with crushed ice. Garnish with a lemon slice and sugar-dipped strawberry.,http://www.drinksmixer.com/glasses/23/
5883,Bartendr - drinks,Bartendr - drinks,5883,http://www.drinksmixer.com/drink3987.html,Green Iguana Margarita,Blend and pour into a salted glass.,http://www.drinksmixer.com/glasses/10/
5884,Bartendr - drinks,Bartendr - drinks,5884,http://www.drinksmixer.com/drink6059.html,Operation Recoverer,Shake and strain into an old-fashioned glass three-quarters filled with broken ice. Garnish with in-season fruit and serve with a short straw.,http://www.drinksmixer.com/glasses/12/
5885,Bartendr - drinks,Bartendr - drinks,5885,http://www.drinksmixer.com/drink8903.html,Citrus Martini,Pour all ingredients into a cocktail shaker half-filled with cracked ice. Shake well and strain into a chilled cocktail glass. Garnish with a lemon twist and serve.,http://www.drinksmixer.com/glasses/4/
5886,Bartendr - drinks,Bartendr - drinks,5886,http://www.drinksmixer.com/drink3098.html,Cyber Smoke,Blend all ingredients and pour into champagne flute. Add a small piece of edible dry ice.,http://www.drinksmixer.com/glasses/3/
5887,Bartendr - drinks,Bartendr - drinks,5887,http://www.drinksmixer.com/drink8647.html,Blueberry Lemonade,Pour the vodka and blueberry schnapps into a cocktail shaker half-filled with ice cubes. Add sweet and sour mix and cranberry juice. Sweeten to taste with sugar. Shake well. Strain into a chilled cocktail glass. Garnish with a lemon twist and serve.,http://www.drinksmixer.com/glasses/4/
5888,Bartendr - drinks,Bartendr - drinks,5888,http://www.drinksmixer.com/drinkuv14762.html,Pink Jacket,Shake ingredients in a cocktail shaker with ice. Strain into glass. Garnish with a maraschino cherry.,http://www.drinksmixer.com/glasses/4/
5889,Bartendr - drinks,Bartendr - drinks,5889,http://www.drinksmixer.com/drink781.html,Alfie Cocktail,Combine and shake all ingredients with ice strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
5890,Bartendr - drinks,Bartendr - drinks,5890,http://www.drinksmixer.com/drinkrq12562.html,Allison's Purple Nurple,Mix all ingredients in a shaker and strain into glass.,http://www.drinksmixer.com/glasses/12/
5891,Bartendr - drinks,Bartendr - drinks,5891,http://www.drinksmixer.com/drink4512.html,Jamaican Screw,Mix rum and orange juice together (stirring) then pour over ice.,http://www.drinksmixer.com/glasses/8/
5892,Bartendr - drinks,Bartendr - drinks,5892,http://www.drinksmixer.com/drink9565.html,Limonita,Pour the Stoli Limonnaya vodka triple sec and lemon juice into a mixing glass filled with cracked ice. Stir well. Strain into a cocktail glass rimmed with salt and serve.,http://www.drinksmixer.com/glasses/4/
5893,Bartendr - drinks,Bartendr - drinks,5893,http://www.drinksmixer.com/drink8318.html,Dancin' Bones,Pour vermouth gin and cherry brandy into a mixing glass half-filled with ice cubes and stir. Strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
5894,Bartendr - drinks,Bartendr - drinks,5894,http://www.drinksmixer.com/drink4746.html,Lady Finger,Shake all ingredients with ice strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
5895,Bartendr - drinks,Bartendr - drinks,5895,http://www.drinksmixer.com/drink2415.html,Tijuana Taxi,Pour tequila curacao and schnapps over ice into large highball glass. Fill with lemon-lime soda and garnish with orange slice and a cherry.,http://www.drinksmixer.com/glasses/8/
5896,Bartendr - drinks,Bartendr - drinks,5896,http://www.drinksmixer.com/drink2399.html,Tijuana Carbomb,Pour bottle of corona in a pint glass. Wait for it to settle then drop in shot of cuervo and chug it down. Enjoy.,http://www.drinksmixer.com/glasses/1/
5897,Bartendr - drinks,Bartendr - drinks,5897,http://www.drinksmixer.com/drink5713.html,Orgasmic Fantasy,Pour vodka into a cocktail glass over crushed ice. Add the bailey's kahlua and vanilla extract. Stir and serve.,http://www.drinksmixer.com/glasses/4/
5898,Bartendr - drinks,Bartendr - drinks,5898,http://www.drinksmixer.com/drink7572.html,Black Haus Warmer,Pour Black Haus blackberry schnapps and Bailey's irish cream into a mug. Add coffee and top whipped cream. Garnish with coffee beans covered with chocolate powder.,http://www.drinksmixer.com/glasses/28/
5899,Bartendr - drinks,Bartendr - drinks,5899,http://www.drinksmixer.com/drink9290.html,Heat of the Heart,Pour all ingredients into a cocktail shaker half-filled with ice cubes. Shake well and strain into a highball glass. Float some extra Cointreau on top. Garnish with blackberries and a twist of orange peel and serve.,http://www.drinksmixer.com/glasses/8/
5900,Bartendr - drinks,Bartendr - drinks,5900,http://www.drinksmixer.com/drink5005.html,White Heart,Shake all ingredients with ice strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
5901,Bartendr - drinks,Bartendr - drinks,5901,http://www.drinksmixer.com/drink8013.html,Sweet Heart,Pour DeKuyper Razzmatazz raspberry schnapps vodka and sweet and sour mix into a highball glass filled with ice. Add a splash of lemon-lime soda and serve.,http://www.drinksmixer.com/glasses/8/
5902,Bartendr - drinks,Bartendr - drinks,5902,http://www.drinksmixer.com/drink4870.html,Little Brother,Pour all the ingredients into blender. If preferred add an ice cube. Mix thoroughly and pour into an old-fashioned glass.,http://www.drinksmixer.com/glasses/12/
5903,Bartendr - drinks,Bartendr - drinks,5903,http://www.drinksmixer.com/drink8632.html,Bleeding Heart,Pour both ingredients into an old-fashioned glass and serve.,http://www.drinksmixer.com/glasses/12/
5904,Bartendr - drinks,Bartendr - drinks,5904,http://www.drinksmixer.com/drink2291.html,Tainted Heart,Fill shot glasses half full with Aftershock. Tip glass to the side and slowly pour chocolate liqueur down the side. This is a layered shot.,http://www.drinksmixer.com/glasses/18/
5905,Bartendr - drinks,Bartendr - drinks,5905,http://www.drinksmixer.com/drinkuv14069.html,Incredible Heart,Fill 3/4 of the glass with pink champagne then fill the glass with Hpnotiq.,http://www.drinksmixer.com/glasses/20/
5906,Bartendr - drinks,Bartendr - drinks,5906,http://www.drinksmixer.com/drink7109.html,Viking Warmer,Pour into an old-fashioned glass three-quarters filled with broken ice. Garnish with a speared cherry and serve.,http://www.drinksmixer.com/glasses/12/
5907,Bartendr - drinks,Bartendr - drinks,5907,http://www.drinksmixer.com/drink1633.html,Bruised Heart,Pour all ingredients in a mixing tin over ice stir and strain into shot glass.,http://www.drinksmixer.com/glasses/18/
5908,Bartendr - drinks,Bartendr - drinks,5908,http://www.drinksmixer.com/drink10403.html,Alex Trebek,Mix both shots together in a shot glass reciting ... and now your double jeopardy categories ... then toss back a good one!,http://www.drinksmixer.com/glasses/18/
5909,Bartendr - drinks,Bartendr - drinks,5909,http://www.drinksmixer.com/drink6297.html,Raspberry Kamikaze,Mix all ingredients in a glass. Add ice and serve.,http://www.drinksmixer.com/glasses/12/
5910,Bartendr - drinks,Bartendr - drinks,5910,http://www.drinksmixer.com/drink9879.html,Parrothead Martini,Pour the silver tequila triple sec and fresh lime juice into a cocktail shaker half-filled with cracked ice. Shake well and strain into a chilled cocktail glass. Garnish with a twist of lime and serve.,http://www.drinksmixer.com/glasses/4/
5911,Bartendr - drinks,Bartendr - drinks,5911,http://www.drinksmixer.com/drink9841.html,Orange Martini,Pour the vodka triple sec and orange bitters into a cocktail shaker half-filled with cracked ice. Shake well and strain into a chilled cocktail glass. Garnish with an orange twist and serve.,http://www.drinksmixer.com/glasses/4/
5912,Bartendr - drinks,Bartendr - drinks,5912,http://www.drinksmixer.com/drink9782.html,Neva Cocktail,Pour the Stoli pepper vodka (Pertsovka) tomato juice and orange juice into a cocktail shaker half-filled with ice cubes. Shake well strain into a cocktail glass with a small amount of crushed ice and serve.,http://www.drinksmixer.com/glasses/4/
5913,Bartendr - drinks,Bartendr - drinks,5913,http://www.drinksmixer.com/drink9912.html,Pepper Manhattan,Pour the Stoli pepper vodka (Pertsovka) and sweet vermouth into a cocktail shaker half-filled with ice cubes. Shake well and strain into a cocktail glass. Garnish with a maraschino cherry and serve.,http://www.drinksmixer.com/glasses/4/
5914,Bartendr - drinks,Bartendr - drinks,5914,http://www.drinksmixer.com/drink8393.html,Peppermint Twist,Pour the peppermint schnapps Kahlua coffee liqueur and dark creme de cacao into a cocktail shaker half-filled with ice cubes. Shake well strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
5915,Bartendr - drinks,Bartendr - drinks,5915,http://www.drinksmixer.com/drink12269.html,Peppermint Patty #2,Mix both the schnapps and chocolate milk in a cocktail shaker. Ice optional. Strain into a shot glass and serve.,http://www.drinksmixer.com/glasses/18/
5916,Bartendr - drinks,Bartendr - drinks,5916,http://www.drinksmixer.com/drink7877.html,Peppermint Mocha,Add all ingredients to a blender and blend until smooth. Pour into a cocktail glass add straw and serve.,http://www.drinksmixer.com/glasses/4/
5917,Bartendr - drinks,Bartendr - drinks,5917,http://www.drinksmixer.com/drink8735.html,Brown Bear,Pour both ingredients into a cocktail shaker half-filled with ice cubes. Shake well strain into a chilled cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
5918,Bartendr - drinks,Bartendr - drinks,5918,http://www.drinksmixer.com/drink11871.html,La Vida Loca,Cut the chili into small pieces. Put one or two teaspoons of chopped chili in the glass. Fill the glass with ice (not all the way up gotta save some space for the vodka). Mix the ice and chili well. Pour vodka and pineapple juice in the glass mix again. Serve with a straw.,http://www.drinksmixer.com/glasses/12/
5919,Bartendr - drinks,Bartendr - drinks,5919,http://www.drinksmixer.com/drink3405.html,Absolut Redhead,Shake with ice and strain into a rocks glass.,http://www.drinksmixer.com/glasses/12/
5920,Bartendr - drinks,Bartendr - drinks,5920,http://www.drinksmixer.com/drink9729.html,Moscow Chill,Pour the Stoli pepper vodka (Pertsovka) into a champagne saucer filled with shaved ice. Fill with Dr. Pepper soda garnish with a lime wedge and serve.,http://www.drinksmixer.com/glasses/23/
5921,Bartendr - drinks,Bartendr - drinks,5921,http://www.drinksmixer.com/drink7761.html,Hell's Mary,Add all ingredients (except vodka) to a blender. Blend and add Absolut Peppar vodka. Blend again to stir in vodka. Pour into a whiskey sour glass half-filled with ice. Add a stick of celery and serve.,http://www.drinksmixer.com/glasses/19/
5922,Bartendr - drinks,Bartendr - drinks,5922,http://www.drinksmixer.com/drink9919.html,Peppertini,Pour the Stoli pepper vodka (Pertsovka) and dry vermouth into a cocktail shaker half-filled with ice cubes. Shake well and pour into an old-fashioned glass over several ice cubes. Garnish with an olive and serve.,http://www.drinksmixer.com/glasses/12/
5923,Bartendr - drinks,Bartendr - drinks,5923,http://www.drinksmixer.com/drink11717.html,Hot Spicy Banana,In a chilled old fashioned glass mix the first three ingredients then place a single ice cube in the drink and splash the peppermint schnapps on the ice cube. Serve.,http://www.drinksmixer.com/glasses/12/
5924,Bartendr - drinks,Bartendr - drinks,5924,http://www.drinksmixer.com/drink459.html,Salt and Pepper Martini,Combine vermouth and absolut peppar in a mixing glass over ice. Stir strain into a salt-rimmed cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
5925,Bartendr - drinks,Bartendr - drinks,5925,http://www.drinksmixer.com/drink6142.html,Cooch Behar,Pour into an old-fashioned glass three-quarters filled with broken ice and serve.,http://www.drinksmixer.com/glasses/12/
5926,Bartendr - drinks,Bartendr - drinks,5926,http://www.drinksmixer.com/drink9157.html,Fucking Hot,Pour both ingredients into an old-fashioned glass stir briefly and serve.,http://www.drinksmixer.com/glasses/12/
5927,Bartendr - drinks,Bartendr - drinks,5927,http://www.drinksmixer.com/drink9345.html,Huntsman Cocktail,Pour the vodka jamaican rum and lime juice into a cocktail shaker half-filled with ice cubes. Add powdered sugar to sweeten. Shake well strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
5928,Bartendr - drinks,Bartendr - drinks,5928,http://www.drinksmixer.com/drinkrq15460.html,Polyjuice Potion,For this to look like the polyjuice potion in the Harry Potter book you have to layer the whole concoction. First the kahlua to give the base then the vodka (which ever you prefer) then so forth. To simulate that the potion is bubbling add the splash of coke at the top.,http://www.drinksmixer.com/glasses/12/
5929,Bartendr - drinks,Bartendr - drinks,5929,http://www.drinksmixer.com/drink7075.html,She's Paying,Shake and strain into an old-fashioned glass filled with broken ice. Add a speared cherry and serve.,http://www.drinksmixer.com/glasses/12/
5930,Bartendr - drinks,Bartendr - drinks,5930,http://www.drinksmixer.com/drink4403.html,Indian Summer,Mix all ingredients together and drink as a shot.,http://www.drinksmixer.com/glasses/18/
5931,Bartendr - drinks,Bartendr - drinks,5931,http://www.drinksmixer.com/drink6951.html,God's Child,Shake well over ice cubes in a shaker and strain into a cocktail glass.,http://www.drinksmixer.com/glasses/4/
5932,Bartendr - drinks,Bartendr - drinks,5932,http://www.drinksmixer.com/drink7002.html,Ohio,Stir all ingredients (except champagne) in a mixing glass filled with ice cubes. Strain into a champagne flute fill with champagne and serve.,http://www.drinksmixer.com/glasses/3/
5933,Bartendr - drinks,Bartendr - drinks,5933,http://www.drinksmixer.com/drink931.html,Arkansas Razorback,Add all together in a mixing tin with ice Shake to a froth and strain off the ice into the glass. The ice is just to get it cold and the shaking is to make it froth. Don't worry if it doesn't stay frothy.,http://www.drinksmixer.com/glasses/12/
5934,Bartendr - drinks,Bartendr - drinks,5934,http://www.drinksmixer.com/drink4780.html,Leah's Last Hope #2,Add ice mix and serve.,http://www.drinksmixer.com/glasses/20/
5935,Bartendr - drinks,Bartendr - drinks,5935,http://www.drinksmixer.com/drink10175.html,Gil's Revenge,Stir all ingredients together in an old-fashioned glass almost filled with ice cubes and serve.,http://www.drinksmixer.com/glasses/12/
5936,Bartendr - drinks,Bartendr - drinks,5936,http://www.drinksmixer.com/drink5223.html,Malibu Tequichi,Shake with ice and serve in a champagne flute.,http://www.drinksmixer.com/glasses/3/
5937,Bartendr - drinks,Bartendr - drinks,5937,http://www.drinksmixer.com/drink5324.html,Mexican Surfer,Pour the malibu rum into an old-fashioned glass and add tequila and pineapple juice. Add ice and stir.,http://www.drinksmixer.com/glasses/12/
5938,Bartendr - drinks,Bartendr - drinks,5938,http://www.drinksmixer.com/drink4441.html,Irish Rickey,Pour irish whiskey and juice of lime into a highball glass over ice cubes. Fill with carbonated water and stir. Add the wedge of lime and serve.,http://www.drinksmixer.com/glasses/8/
5939,Bartendr - drinks,Bartendr - drinks,5939,http://www.drinksmixer.com/drink7349.html,Irish Coconut,Shake all ingredients well with ice. Strain into an iced highball glass top with soda stir and serve.,http://www.drinksmixer.com/glasses/8/
5940,Bartendr - drinks,Bartendr - drinks,5940,http://www.drinksmixer.com/drink4439.html,Irish Pirate,Combine in a shot glass.,http://www.drinksmixer.com/glasses/18/
5941,Bartendr - drinks,Bartendr - drinks,5941,http://www.drinksmixer.com/drink1292.html,Black Irish,Stir ingredients and let sit for one minute.,http://www.drinksmixer.com/glasses/19/
5942,Bartendr - drinks,Bartendr - drinks,5942,http://www.drinksmixer.com/drink4158.html,Balalaika,Shake with ice and strain into a cocktail glass.,http://www.drinksmixer.com/glasses/4/
5943,Bartendr - drinks,Bartendr - drinks,5943,http://www.drinksmixer.com/drink1114.html,Beelzebub,Usually you mix the Cointreau with the hot chili sauce before you start to mix the drink. It needs to mix well. Then you pour the right amount into a shot glass and add the vodka.(50/50)(The amount of chili sauce can be altered to find the mix that will grow hair on your chest),http://www.drinksmixer.com/glasses/18/
5944,Bartendr - drinks,Bartendr - drinks,5944,http://www.drinksmixer.com/drinkrq14434.html,Meadowlark Lemon,Shake ingredients with ice; strain into a tumbler.,http://www.drinksmixer.com/glasses/12/
5945,Bartendr - drinks,Bartendr - drinks,5945,http://www.drinksmixer.com/drink5696.html,Orange Mule,Pour vodka and cointreau into a highball glass over ice. Fill with ginger ale and mix well. Garnish with a slice of lemon.,http://www.drinksmixer.com/glasses/8/
5946,Bartendr - drinks,Bartendr - drinks,5946,http://www.drinksmixer.com/drink8170.html,Deanne,Pour vodka vermouth and Cointreau into a mixing glass half-filled with ice cubes. Stir well and strain into a cocktail glass. Garnish with a twist of lemon and serve.,http://www.drinksmixer.com/glasses/4/
5947,Bartendr - drinks,Bartendr - drinks,5947,http://www.drinksmixer.com/drink10478.html,Blue Rox's Martini,Pour the Grey Goose vodka and Hpnotiq liqueur into a cocktail shaker 1/4 filled with ice cubes. Shake well and pour into a martini glass. Top with a generous splash of champagne and serve.,http://www.drinksmixer.com/glasses/4/
5948,Bartendr - drinks,Bartendr - drinks,5948,http://www.drinksmixer.com/drinkvw12918.html,Bohemian Martini,Add to martini shaker with cracked ice and shake hard. Strain into glass and garnish with a licorice stick.,http://www.drinksmixer.com/glasses/4/
5949,Bartendr - drinks,Bartendr - drinks,5949,http://www.drinksmixer.com/drink10107.html,Chocolate Candy,Combine all ingredients in a cocktail shaker half-filled with ice cubes. Stir pour into a chilled cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
5950,Bartendr - drinks,Bartendr - drinks,5950,http://www.drinksmixer.com/drinkrq13804.html,Granny Smith,Add all ingredients together with ice.,http://www.drinksmixer.com/glasses/12/
5951,Bartendr - drinks,Bartendr - drinks,5951,http://www.drinksmixer.com/drink2435.html,Tokyo Rose,Mix equal parts in a mixing glass half-filled with ice cubes. Shake well. Strain into a cocktail glass. Garnish with a cherry.,http://www.drinksmixer.com/glasses/4/
